ID;CLASS;DEPTH (M);RES A10;RES A20;RES A30;RES A60;RES A 90;SONIC P;SONIC S;GAMMA RAY;CALIPER;NEUTRON POROSITY;DENSITY (G/CM3);OIL SATURATION;calcite;dolomite ;quartz;k-feldspar;plagioclase;"illite ""type"" (1)";kaolinite;chlorite;pyrite
D215;sandstone;1107;1.26269;0.85345;0.78863;0.72243;0.7123;175.03368;443.43793;74.00036;12.57481;0.56341;2.11831;0.22;27.56804576;9.502757026;27.24638471;0.634375;15.06875;11.8453125;3.1265625;3.9109375;0.95
D216;sandstone;1107.5;1.26536;0.88538;0.80944;0.73828;0.72261;173.533;459.20609;73.64735;12.62596;0.57659;2.1098;0.17;9.9609375;0.5984375;54.690625;0.878125;25.8890625;3.8890625;1.5984375;2.2390625;0.25625
D217;sandstone;1108;1.26516;0.88662;0.80554;0.73344;0.71344;172.44876;475.08395;75.12066;12.69818;0.61276;2.1119;0.14;19.078125;2.46875;44.4015625;1.1;23.5234375;3.4390625;1.6296875;3.7421875;0.6171875
D218;sandstone;1108.5;1.23741;0.8673;0.78886;0.72039;0.70121;171.63437;489.00159;79.36993;12.73877;0.60134;2.10187;0.10;0.528125;4.1;54.984375;1.7;24.825;6.7796875;3.79375;2.6625;0.4203125
D219;sandstone;1109;1.27501;0.87885;0.79735;0.72337;0.70314;171.47092;512.05646;79.38223;12.75045;0.59139;2.08873;0.11;21.23402288;4.751378513;36.72319235;0.6671875;21.934375;8.37265625;3.21328125;2.55546875;0.475
D220;sandstone;1109.5;1.36799;0.90483;0.81405;0.73344;0.71266;171.5788;540.75397;79.95769;12.73066;0.60385;2.07981;0.13;34.06920099;0.693331167;37.93746784;0.4390625;20.69453125;2.91953125;1.22421875;1.89453125;0.128125
D221;sandstone;1110;1.44494;0.93055;0.8325;0.74554;0.72489;170.73659;562.21417;79.06428;12.68529;0.59304;2.08176;0.11;18.8640625;1.909375;50.40078125;0.8;18.88671875;3.74453125;2.08984375;2.39609375;0.90859375
D222;sandstone;1110.5;1.49296;0.94754;0.84752;0.74676;0.73561;172.12216;559.40643;78.63184;12.61608;0.55519;2.08107;0.14;7.1140625;2.05;53.7171875;1.95;22.7875;5.66484375;3.821875;1.95625;0.83515625
D223;sandstone;1111;1.50681;0.95253;0.8523;0.75591;0.73838;172.51196;555.00616;77.70476;12.61275;0.50449;2.07123;0.20;15.11701144;2.375689257;47.36159618;1.03359375;22.6671875;6.511328125;2.606640625;1.877734375;0.4125
D224;sandstone;1111.5;1.47842;0.94191;0.84079;0.74992;0.72754;171.42711;562.76855;77.15501;12.62227;0.5218;2.04927;0.24;31.57896661;1.568721792;39.68981159;1.44453125;18.59726563;3.272265625;1.274609375;1.334765625;0.0640625
D225;sandstone;1112;1.46417;0.92588;0.82955;0.74541;0.72176;172.79909;573.62756;78.2696;12.76166;0.58747;2.03689;0.22;14.21953125;1.2921875;55.22539063;1.225;16.40585938;6.184765625;2.082421875;2.260546875;1.104296875
D226;sandstone;1112.5;1.45674;0.91743;0.82206;0.74093;0.71733;179.36713;563.41388;79.33289;12.52946;0.61856;2.03122;0.14;7.38203125;1.025;57.47109375;2.475;20.78125;4.944921875;3.2484375;1.765625;0.855078125
D227;sandstone;1113;1.4649;0.92697;0.82627;0.75219;0.72152;179.30751;553.31799;81.52131;12.62739;0.60521;2.03251;0.10;10.68350572;1.387844628;57.70579809;2.016796875;19.88359375;4.493164063;2.203320313;1.238867188;0.36875
D228;sandstone;1113.5;1.4852;0.93794;0.83386;0.75278;0.73051;179.12468;527.51044;82.00719;12.52602;0.57082;2.03821;0.12;23.36166637;1.795389;48.58044463;2.509765625;16.42363281;3.217382813;1.643554688;1.261132813;0.03203125
D229;sandstone;1114;1.4992;0.94273;0.83733;0.75599;0.73698;179.94347;511.79828;78.9985;12.54255;0.54599;2.05093;0.17;9.503515625;1.68984375;60.07519531;1.725;16.25917969;6.048632813;1.834960938;1.986523438;0.877148438
D230;sandstone;1114.5;1.49691;0.94705;0.83757;0.7568;0.73905;180.42372;481.88446;77.68199;12.58261;0.52675;2.06417;0.21;5.603515625;1.9875;61.99179688;2.8375;18.484375;4.228710938;2.74296875;1.4515625;0.646289063
D231;sandstone;1115;1.49048;0.94874;0.83817;0.75824;0.74408;178.98737;454.07101;75.02411;12.76806;0.53208;2.07269;0.23;7.05425286;2.593922314;62.79039904;2.708398438;16.99179688;3.965332031;1.826660156;0.969433594;0.265625
D232;sandstone;1115.5;1.48727;0.95121;0.84078;0.76724;0.7499;176.35916;429.98749;76.10778;12.76193;0.56236;2.07862;0.22;15.46692471;1.403208552;41.48299173;2.423632813;13.79931641;14.94931641;4.474902344;3.202441406;1.916015625
D233;sandstone;1116;1.46564;0.94123;0.83277;0.76765;0.76022;173.7569;410.88852;77.14992;12.762;0.59238;2.0714;0.17;6.023632813;1.441796875;63.46884766;2.61875;16.95771484;5.202441406;1.964355469;1.671386719;0.651074219
D234;sandstone;1116.5;1.41296;0.93087;0.82422;0.76557;0.76663;171.04269;403.87756;79.20769;13.11057;0.63382;2.05425;0.13;3.758007813;1.73125;52.04902344;2.21875;25.2890625;3.542480469;3.330859375;7.01015625;1.057519531
D235;sandstone;1117;1.334;0.90241;0.80748;0.76122;0.76973;168.86255;400.06345;82.75298;13.09992;0.6194;2.04995;0.07;4.38337643;2.246961157;56.76394952;2.654199219;19.84589844;7.792041016;2.350830078;2.359716797;0.7734375
D236;sandstone;1117.5;1.24361;0.86484;0.77774;0.73583;0.75586;168.64375;393.82532;81.41039;13.14723;0.6084;2.06931;0.09;32.30150812;1.054361302;29.98788058;1.846191406;10.2184082;14.9199707;4.064013672;3.112158203;1.908007813
D237;sandstone;1118;1.16521;0.83385;0.75755;0.72092;0.74653;168.0127;398.18073;81.32237;13.235;0.59772;2.09887;0.10;4.172753906;1.019335938;65.37504883;2.1875;18.86791992;4.540283203;1.730615234;1.524755859;0.581787109
D238;sandstone;1118.5;1.12431;0.80591;0.73946;0.70709;0.74409;166.88103;404.41531;77.93768;13.29337;0.58105;2.10849;0.11;4.857128906;3.334375;52.92607422;1.709375;23.41796875;3.210302734;2.995117188;6.647265625;0.895947266
D239;sandstone;1119;1.09409;0.78531;0.72529;0.69977;0.74196;167.15437;390.53506;77.6796;13.6;0.60241;2.10172;0.14;2.619813215;5.223480579;57.41634976;1.977099609;19.34794922;7.275708008;2.219165039;2.592358398;0.70703125
D240;sandstone;1119.5;1.07657;0.77464;0.72152;0.69466;0.73132;169.2421;419.23535;77.30508;13.76873;0.6131;2.09841;0.11;29.93477694;5.278559164;28.61713264;1.240283203;12.6435791;13.3826416;3.595288086;3.511547852;1.429003906
D241;sandstone;1120;1.06817;0.77099;0.72117;0.69982;0.72196;171.06253;444.95013;80.16753;13.79595;0.61203;2.10151;0.09;7.066845703;0.808886719;60.03283691;1.5328125;22.37849121;4.214672852;1.664526367;1.88190918;0.419018555
D242;sandstone;1120.5;1.05956;0.75929;0.71595;0.69703;0.71537;172.48192;442.21225;80.68044;14.07781;0.60287;2.10636;0.09;11.96762695;2.9015625;48.66381836;1.4046875;23.47070313;3.324682617;2.312402344;5.194726563;0.756567383
D243;sandstone;1121;1.0422;0.75581;0.7117;0.69447;0.70837;173.75868;423.25061;81.54526;14.16373;0.58495;2.10322;0.10;1.573969108;4.661740289;56.20036238;1.838549805;22.08647461;7.027697754;3.00645752;2.627429199;0.563671875
D244;sandstone;1121.5;1.00103;0.75747;0.71161;0.69245;0.70318;174.34683;417.35522;80.84989;14.08937;0.55319;2.10442;0.13;25.58439991;5.014968839;32.6701625;0.953735352;17.28897705;10.87764893;3.404284668;3.033508301;0.952001953
D245;sandstone;1122;0.96063;0.73084;0.68983;0.6741;0.68348;173.7831;403.54709;83.03448;14.06115;0.55154;2.1115;0.17;20.56802335;0.751108943;48.98515238;0.9859375;21.53651123;3.567102051;1.444372559;1.888220215;0.273571777
D246;sandstone;1122.5;0.91423;0.70102;0.65738;0.64092;0.64936;172.14908;418.24445;84.64524;14.03858;0.54593;2.12254;0.17;15.41584473;2.40546875;49.5322998;1.10234375;21.17871094;3.534606934;2.201123047;3.795410156;0.832580566
D247;sandstone;1123;0.91205;0.69214;0.65251;0.63324;0.64129;170.92503;422.47656;88.70757;14.01955;0.54697;2.13828;0.17;4.344015804;3.355870145;54.95877494;1.894274902;22.4369873;6.346270752;3.41416626;2.2918396;0.699414063
D248;sandstone;1123.5;0.93337;0.7016;0.65817;0.63647;0.64521;170.45049;444.25162;88.65245;14.06498;0.54381;2.1334;0.16;20.35070568;3.695329048;40.01587934;0.993664551;19.97808228;8.694488525;3.005462646;2.455621338;0.682250977
D249;sandstone;1124;0.94773;0.70765;0.66382;0.63683;0.64449;169.39549;448.19611;93.05919;14.12026;0.55801;2.11875;0.16;26.07349498;1.159915368;44.33748199;1.215234375;20.06688843;3.419683838;1.359490967;1.61149292;0.168817139
D250;sandstone;1124.5;0.93603;0.69881;0.65822;0.63212;0.63789;168.00664;444.75699;92.19673;13.95838;0.58449;2.09124;0.14;14.81768799;1.848828125;52.37884521;1.163671875;18.79228516;4.859686279;2.141772461;3.027978516;0.968438721
D251;sandstone;1125;0.91163;0.68844;0.64897;0.62178;0.62623;167.1758;449.62259;91.81236;14.09644;0.56521;2.07471;0.12;5.863023527;2.190435072;56.21493435;2.184637451;21.60911865;5.645596313;3.33130188;2.0287323;0.777246094
D252;sandstone;1125.5;0.8997;0.68112;0.64377;0.61923;0.6177;166.48401;451.39832;85.45944;14.07642;0.55857;2.06669;0.14;15.5171057;2.541586838;48.86083871;1.505230713;19.93083801;6.593826294;2.604391479;1.847244263;0.525500488
D253;sandstone;1126;0.90291;0.68635;0.64847;0.62259;0.62077;165.73299;452.77487;83.3542;14.03133;0.56345;2.06432;0.17;24.71758067;1.477652184;46.45896331;1.8625;18.24526062;3.318533325;1.501522827;1.436312866;0.100424194
D254;sandstone;1126.5;0.89998;0.68788;0.64694;0.62145;0.61841;165.25208;457.20502;78.62647;14.09983;0.57975;2.07412;0.16;12.16060181;1.769335938;56.22702026;1.444335938;17.52573242;5.454159546;1.988366699;2.507250977;0.922793579
D255;sandstone;1127;0.89134;0.68355;0.64317;0.61744;0.61507;165.55418;463.59198;79.58052;14.19168;0.60018;2.08365;0.14;5.733269576;2.088967536;59.10336561;2.511068726;20.04674683;4.937153625;3.037135315;1.7401474;0.711767578
D256;sandstone;1127.5;0.88654;0.67815;0.63942;0.61389;0.6129;167.55357;470.495;81.12706;14.23136;0.57649;2.0896;0.12;11.28567928;2.567754576;55.82561888;2.106814575;18.46131744;5.279579163;2.215525818;1.408338928;0.395562744
D257;sandstone;1128;0.90496;0.68867;0.64501;0.6185;0.61824;169.52036;476.64554;88.94162;14.38246;0.56802;2.08273;0.14;20.09225269;1.440430368;43.97097752;2.143066406;16.02228851;9.133924866;2.988212585;2.319377136;1.00821991
D258;sandstone;1128.5;0.93613;0.70541;0.65847;0.6281;0.63015;170.30736;480.80768;92.6832;14.40005;0.55716;2.07149;0.14;9.09211731;1.605566406;59.84793396;2.031542969;17.24172363;5.328300476;1.976361084;2.089318848;0.786933899
D259;sandstone;1129;0.9422;0.71089;0.66454;0.63058;0.6372;171.03749;480.94797;93.53588;14.20749;0.53182;2.06489;0.12;4.745638694;1.910108768;55.57619452;2.364909363;22.66790466;4.239817047;3.183997345;4.375151825;0.884643555
D260;sandstone;1129.5;0.92844;0.70442;0.65926;0.6312;0.63332;172.18205;478.38654;92.98287;14.05593;0.50728;2.06676;0.12;7.834527855;2.407357867;56.2947842;2.380506897;19.15360794;6.535810089;2.283177948;1.884027863;0.584500122
D261;sandstone;1130;0.9255;0.70422;0.65998;0.63173;0.63576;172.17305;478.63297;93.53445;13.98743;0.51316;2.07219;0.13;26.19688041;1.247395835;36.97942905;1.994628906;13.12034836;12.02694778;3.526113129;2.71576767;1.458113861
D262;sandstone;1130.5;0.92458;0.70482;0.65957;0.63361;0.63608;172.49051;480.12671;91.85461;14.08155;0.49866;2.0767;0.13;6.632435608;1.312451172;62.61149139;2.109521484;18.05482178;4.93429184;1.853488159;1.807037354;0.684360504
D263;sandstone;1131;0.93215;0.71074;0.66655;0.64078;0.64523;173.07207;480.80695;88.09259;14.16052;0.52278;2.0867;0.16;4.8013838;2.622241884;54.25113437;2.037142181;23.04293671;3.725059891;3.089557266;5.511208725;0.89029541
D264;sandstone;1131.5;0.9351;0.71482;0.66955;0.64574;0.65062;173.31633;485.55347;83.74113;14.15003;0.57149;2.09449;0.18;5.227170535;3.815419223;56.85556698;2.178803253;19.25077858;6.905759048;2.251171494;2.23819313;0.645765686
D265;sandstone;1132;0.93562;0.72048;0.67585;0.65399;0.66064;173.14406;494.30197;85.69754;14.20257;0.64761;2.09863;0.13;28.06582868;3.2629775;32.79828085;1.617456055;12.88196373;12.70479469;3.560700607;3.113657761;1.443558884
D266;sandstone;1132.5;0.94185;0.71847;0.67459;0.65372;0.66144;173.1311;499.0123;82.619;14.174;0.58296;2.09378;0.04;6.849640656;1.060668945;61.32216415;1.821166992;20.21665649;4.574482346;1.759007263;1.844473267;0.551689529
D267;sandstone;1133;0.94187;0.71364;0.67128;0.64972;0.65993;172.97986;498.35873;81.04366;14.24777;0.53376;2.09053;0.15;8.384505377;2.761902192;51.45747637;1.720914841;23.25681992;3.524871254;2.700979805;5.352967644;0.823431396
D268;sandstone;1133.5;0.93977;0.7123;0.67025;0.65005;0.66089;172.83919;498.25162;78.00136;14.25;0.51719;2.09103;0.22;3.400569821;4.238579756;56.52796468;2.008676529;20.66862659;6.966728401;2.628814507;2.432811165;0.604718781
D269;sandstone;1134;0.93796;0.70924;0.67112;0.64973;0.65886;173.41275;497.82739;79.48727;14.35899;0.57491;2.10079;0.23;26.82511429;4.138973169;32.73422167;1.285595703;15.08547039;11.79122181;3.482492638;3.073583031;1.197780418
D270;sandstone;1134.5;0.93995;0.70674;0.67081;0.65037;0.65674;174.04826;500.36584;80.39155;14.44685;0.59221;2.11661;0.14;13.708832;0.905888944;55.15365827;1.403552246;20.87658386;4.070792198;1.601689911;1.866346741;0.412630653
D271;sandstone;1135;0.94227;0.70666;0.66883;0.64784;0.65687;174.59602;508.76367;79.88747;14.29788;0.60631;2.12501;0.11;11.90017505;2.583685471;50.49488809;1.411629295;22.21776543;3.529739094;2.451051426;4.5741889;0.828005981
D272;sandstone;1135.5;0.94893;0.70905;0.66931;0.64666;0.64886;175.39726;517.09222;78.75742;14.18704;0.59569;2.1228;0.09;3.872292813;3.79722495;55.74336981;1.951475716;21.55280695;6.656499577;3.021490383;2.362325382;0.652066422
D273;sandstone;1136;0.95114;0.71445;0.67479;0.652;0.65331;176.86847;526.50879;77.85201;14.63459;0.57747;2.11211;0.12;23.58790999;3.917151108;36.3750505;1.139630127;17.53177633;10.24285517;3.243977642;2.764602184;0.940015697
D274;sandstone;1136.5;0.95679;0.7189;0.67833;0.65271;0.65655;178.68584;523.97791;76.30019;14.5295;0.58702;2.10535;0.14;19.89116349;1.032902156;49.74557013;1.309393311;20.47173615;3.745238018;1.480590439;1.73891983;0.290723896
D275;sandstone;1137;0.96002;0.72415;0.6785;0.64976;0.6537;180.84874;507.27438;75.64441;14.60291;0.57035;2.09736;0.14;13.35893152;2.216256798;51.43686665;1.287650585;20.50502529;4.194712687;2.296411943;3.801083708;0.898222351
D276;sandstone;1137.5;0.96566;0.72734;0.68135;0.65191;0.65708;182.45628;487.95862;75.33101;14.51352;0.58657;2.08599;0.16;4.86765817;2.993830011;55.97915208;2.068056583;21.5809628;6.151047945;3.176396132;2.195528841;0.714656258
D277;sandstone;1138;0.98949;0.73335;0.68878;0.65733;0.66213;182.04933;472.04764;79.59306;14.52734;0.56513;2.07518;0.15;19.55250784;3.229368973;42.61794461;1.32243042;18.73130717;8.418340731;2.924184561;2.305923223;0.732758093
D278;sandstone;1138.5;1.01482;0.74131;0.69698;0.66379;0.66727;180.36732;460.37582;80.83833;14.37256;0.54363;2.07723;0.17;22.30437208;1.25527717;48.10226672;1.585946655;19.35849838;3.531885672;1.491056633;1.587616348;0.195574045
D279;sandstone;1139;1.02748;0.74221;0.69904;0.66697;0.6684;178.60802;449.48743;83.53139;14.25883;0.53071;2.08947;0.20;12.75976666;1.992796368;53.83194346;1.365993261;19.01537886;4.824436116;2.142389321;3.154167342;0.910507965
D280;sandstone;1139.5;1.0474;0.74572;0.7004;0.66708;0.66712;178.56194;442.68579;83.76244;14.15189;0.52517;2.1028;0.21;5.300463873;2.541398774;57.54125884;2.289562654;20.81385481;5.544100785;3.106765723;1.96783812;0.713211918
D281;sandstone;1140;1.06065;0.75213;0.70872;0.6733;0.67119;179.30952;447.06592;81.32677;14.04274;0.52657;2.10456;0.21;15.41909356;2.898561775;49.22178174;1.714622498;18.59631231;6.848959947;2.569855189;1.857131076;0.564160419
D282;sandstone;1140.5;1.07256;0.75793;0.71161;0.67546;0.67113;178.65906;459.6922;81.12849;14.04878;0.49903;2.10312;0.22;21.19831239;1.347853769;46.03662212;1.864506531;17.69039345;6.332905269;2.239634609;1.953496742;0.601896977
D283;sandstone;1141;1.08541;0.76609;0.71513;0.67867;0.67243;175.71017;470.25723;80.95593;14.08372;0.50705;2.09998;0.25;10.92594199;1.799181387;56.83993871;1.698768115;18.12855124;5.076368296;2.059375203;2.621743095;0.848720932
D284;sandstone;1141.5;1.09377;0.7738;0.71755;0.67631;0.67082;173.88272;479.64594;83.89279;14.08124;0.54251;2.10039;0.24;5.023051284;2.225753771;56.55872668;2.327236009;21.74087974;4.891958916;3.145381534;3.171494973;0.798927736
D285;sandstone;1142;1.11732;0.77967;0.72232;0.6784;0.6711;174.85675;486.34283;82.9205;13.93253;0.58547;2.10133;0.18;11.62681071;2.652959821;52.75828297;2.047564697;18.87496012;6.692385018;2.426516569;1.870579469;0.57433027
D286;sandstone;1142.5;1.13545;0.78772;0.72502;0.67675;0.6683;175.98015;489.37271;81.71131;13.93436;0.56215;2.10293;0.13;23.6975964;1.297624802;41.50802558;1.929567719;15.4053709;9.179926527;2.882873869;2.334632206;1.030005419
D287;sandstone;1143;1.15535;0.79472;0.73003;0.67734;0.67053;176.65195;512.24493;80.2324;13.99336;0.51367;2.10749;0.17;8.779188797;1.555816279;59.72571505;1.9041448;18.09168651;5.005330068;1.956431681;2.214390224;0.766540718
D288;sandstone;1143.5;1.16202;0.79799;0.72972;0.67585;0.66626;177.53725;567.59253;82.15106;14.01303;0.52812;2.10532;0.23;4.912217542;2.423997827;55.40493053;2.182189095;22.39190822;4.308509403;3.1174694;4.341351849;0.844611573
D289;sandstone;1144;1.17006;0.79789;0.72875;0.6711;0.66251;178.21371;609.31714;81.4936;14.41219;0.55167;2.09985;0.21;8.426990621;3.234189522;54.80692498;2.113183975;19.06286935;6.799072033;2.338844031;2.0543863;0.610047978
D290;sandstone;1144.5;1.18037;0.79663;0.7272;0.67056;0.66394;178.04959;621.29193;83.65943;14.06166;0.5668;2.09396;0.18;25.88171254;2.280301151;37.15315321;1.773511887;14.14366732;10.94236061;3.221787238;2.724144983;1.236782151
D291;sandstone;1145;1.2016;0.81172;0.73952;0.68078;0.67342;177.32748;620.12787;81.31617;13.99828;0.54174;2.09435;0.16;7.814414726;1.308242612;60.5239396;1.862655896;19.1541715;4.789906207;1.857719472;2.029431745;0.659115124
D292;sandstone;1145.5;1.23002;0.8277;0.75173;0.69024;0.6854;176.79349;608.15228;81.90035;14.3613;0.51828;2.09676;0.20;6.648361459;2.59295001;53.43120345;1.951551968;22.82436407;3.916690329;2.909224603;4.847159746;0.834021485
D293;sandstone;1146;1.26145;0.84033;0.75955;0.69634;0.6906;176.53693;593.89545;83.46726;13.68521;0.518;2.10087;0.23;5.913780221;3.736384639;55.66744483;2.060930252;19.86574797;6.882900217;2.483829269;2.243598732;0.607383379
D294;sandstone;1146.5;1.27057;0.83397;0.7567;0.6903;0.68951;176.58244;580.789;82.84956;13.67796;0.53948;2.10603;0.22;26.35341342;3.20963716;34.94368744;1.529553795;14.61456885;11.36679121;3.352139938;2.898864007;1.217281285
D295;sandstone;1147;1.25556;0.82602;0.75039;0.68476;0.68232;176.11055;567.38055;83.9285;14.18578;0.57075;2.11385;0.18;10.76162336;1.107065778;57.83879893;1.633104071;20.01537768;4.430349202;1.729704691;1.947889243;0.535872889
D296;sandstone;1147.5;1.25585;0.81446;0.73943;0.6735;0.66904;175.38782;552.9231;88.38241;14.85777;0.57091;2.11888;0.14;9.274268255;2.58831774;51.96304577;1.681590632;22.52106475;3.723214711;2.680138014;4.710674323;0.831013733
D297;sandstone;1148;1.31825;0.84173;0.75946;0.68832;0.67813;175.18576;541.13367;91.89064;13.67561;0.57815;2.12286;0.12;4.893036517;3.766804794;55.70540732;2.006202984;20.70927746;6.769699897;2.752659826;2.302962057;0.6297249
D298;sandstone;1148.5;1.41077;0.88511;0.79504;0.71527;0.70325;174.3658;537.7395;89.91444;15.21243;0.59555;2.12327;0.11;24.9706617;3.563394134;35.65936897;1.334591961;16.07317259;10.80482319;3.29805879;2.831733096;1.078648491
D299;sandstone;1149;1.46058;0.9136;0.81941;0.73623;0.71436;172.93887;543.21539;93.38857;14.83868;0.56637;2.12341;0.09;15.32639343;1.069983967;53.79218453;1.471248691;20.24355691;4.08779361;1.605147565;1.843404537;0.413298392
D300;sandstone;1149.5;1.4945;0.94042;0.83348;0.74346;0.72254;171.674;527.40656;90.72553;15.47978;0.55859;2.12717;0.13;11.31659989;2.402287269;51.69995621;1.484620608;21.51304502;3.958963699;2.488274979;4.255879015;0.864618042
D301;sandstone;1150;1.56039;0.96928;0.85222;0.75477;0.72889;171.75929;507.12225;95.7317;14.44523;0.56164;2.13959;0.13;4.880347343;3.380317403;55.8422797;2.037129784;21.14512013;6.460373921;2.964527979;2.249245449;0.672190579
D302;sandstone;1150.5;1.62747;0.96277;0.8448;0.74877;0.71643;172.88075;510.50369;91.83079;16.09128;0.53749;2.1517;0.12;22.26158477;3.396381554;39.13865679;1.32851119;17.40223988;9.61158196;3.111121675;2.56882816;0.905703292
D303;sandstone;1151;1.66066;0.95604;0.83199;0.72807;0.70499;173.63545;525.6748;100.0763;15.38905;0.49415;2.14987;0.16;18.81538275;1.162630568;50.94722562;1.528597673;19.80102765;3.809839641;1.548102099;1.715510442;0.304436219
D304;sandstone;1151.5;1.66918;0.96615;0.83451;0.73153;0.70373;174.58517;551.35199;94.79638;17.89035;0.47908;2.13091;0.14;12.03818328;2.197541818;52.76594983;1.425306935;20.26421194;4.391699908;2.31533215;3.705023179;0.887563004
D305;sandstone;1152;1.70646;0.97436;0.85112;0.74956;0.71742;176.23743;581.6861;101.17838;15.60564;0.49718;2.11439;0.15;5.090405608;2.960858088;56.69176927;2.163346219;20.97948747;6.002237353;3.035646851;2.108541785;0.692701248
D306;sandstone;1152.5;1.6162;0.94211;0.82276;0.71977;0.68975;178.00632;605.22351;94.39513;12.77846;0.54162;2.11775;0.11;18.84033917;3.147471664;44.18021927;1.521566844;17.9992761;8.230270953;2.840488432;2.212979618;0.734931855
D307;sandstone;1153;1.5412;0.91263;0.79289;0.69248;0.6662;178.90663;617.5462;84.55149;13.95739;0.60403;2.12794;0.15;20.00684757;1.255242169;48.49192387;1.696552102;18.74571055;5.071372455;1.893868354;1.834503592;0.453166598
D308;OIL SAND;1153.5;4.24504;3.25758;2.88392;2.64137;2.85149;131.78656;266.77206;35.42098;13.2713;0.28991;2.10653;0.66;11.48206263;1.998361603;54.80294427;1.562037525;19.19638159;4.734034102;2.187353676;3.163383137;0.868141968
D309;OIL SAND;1154;5.15763;3.23267;3.04809;2.90772;3.1984;132.4584;271.16272;35.34909;13.10555;0.29044;2.1257;0.65;5.056728446;2.59330593;56.62524798;2.245291114;21.36018361;5.447098135;3.090514193;2.640018379;0.745814492
D310;OIL SAND;1154.5;6.82267;4.1325;3.77804;3.41775;3.66072;134.80971;271.04495;35.75325;13.06518;0.28;2.14539;0.66;15.23357494;2.900215742;48.46925112;1.784565771;18.43711811;7.461327985;2.633502501;2.041779543;0.654631063
D311;OIL SAND;1155;14.03921;7.21963;6.72114;5.79774;6.78564;136.95416;268.69409;35.5198;13.44478;0.26262;2.1648;0.67;21.85222198;1.276433485;44.99997473;1.81305991;17.07554073;7.125649491;2.388371112;2.084567899;0.741586009
D312;OIL SAND;1155.5;17.66892;13.48202;10.32808;9.06929;10.40516;138.61554;270.14349;35.89572;13.56972;0.24974;2.16423;0.68;10.13062571;1.777088941;57.26432966;1.733091162;18.64403405;4.869682085;2.071892679;2.688886681;0.817341343
D313;OIL SAND;1156;15.42724;13.33007;12.09412;8.73413;14.388;140.03131;275.18839;38.6498;13.60177;0.25108;2.14766;0.69;4.984472994;2.508651879;56.01508925;2.213740104;21.87604591;4.877803769;3.103991796;3.490685114;0.795213033
D314;OIL SAND;1156.5;18.4329;10.46556;10.68693;9.74787;12.63762;140.25987;278.65451;40.21527;13.5561;0.24948;2.12459;0.68;11.83028278;3.067202632;51.63808805;1.948874873;18.74999373;7.130200009;2.486173266;2.048082922;0.63233952
D315;OIL SAND;1157;25.11594;9.74082;9.25639;8.42484;10.6404;140.50797;278.02756;39.74018;13.493;0.24848;2.11413;0.68;23.86696726;1.778367318;41.07656397;1.793285898;15.60960402;9.03400505;2.805079175;2.404356441;0.98918408
D316;OIL SAND;1157.5;33.55722;14.50141;12.53141;14.28244;18.02845;141.27226;274.7142;36.35519;13.37308;0.24995;2.11097;0.69;8.97252022;1.542665777;58.89413463;1.797873529;18.89910278;4.829794146;1.964806075;2.359159213;0.738228233
D317;OIL SAND;1158;105.97785;36.69094;22.41945;20.28468;23.6838;141.52014;273.67929;37.10551;13.16716;0.25304;2.11838;0.70;5.816417227;2.550800944;54.72314635;2.082646036;22.35020499;4.397247049;3.006608199;4.16892243;0.814617259
D318;OIL SAND;1158.5;100.65475;79.38794;33.20711;30.22923;35.09762;141.2267;276.44519;35.75391;13.32435;0.2591;2.12931;0.69;8.8720315;3.401793635;53.65276644;2.004902562;19.30787085;7.006550113;2.485001267;2.145840827;0.61986145
D319;OIL SAND;1159;66.67702;131.4545;60.93347;50.53794;54.35582;140.73161;274.61996;36.21102;13.35745;0.26597;2.12962;0.69;25.11019034;2.494002239;38.01012571;1.661419847;15.11208644;10.20039813;3.078609556;2.651610224;1.103232682
D320;OIL SAND;1159.5;63.32183;48.85579;33.81417;30.21026;37.86945;140.48619;269.07129;36.85744;13.32551;0.27818;2.11878;0.67;9.867071792;1.324865777;58.36646678;1.7154888;19.45724023;4.630071674;1.847255383;2.153524228;0.637050561
D321;OIL SAND;1160;62.55324;48.19064;34.54027;29.06805;32.61169;140.13316;255.62076;37.98208;13.30355;0.27854;2.11301;0.66;7.545342741;2.569559342;53.34309606;1.882118334;22.43563487;4.06023088;2.843373107;4.439798377;0.822815496
D322;OIL SAND;1160.5;64.59152;43.54768;30.46436;27.2934;32.9565;138.6868;228.35579;40.71712;13.2883;0.27413;2.12296;0.65;6.882534009;3.584299215;54.67908688;2.005552773;20.00857416;6.888125005;2.618830547;2.224401442;0.624793175
D323;OIL SAND;1161;69.90556;42.54865;36.88624;26.37382;40.63683;136.44516;217.30154;39.61853;13.27451;0.26486;2.13682;0.64;25.04042602;3.028698187;36.83474734;1.498005904;15.59262952;10.50261066;3.188334173;2.74167166;1.090940587
D324;OIL SAND;1161.5;81.03931;52.64616;43.60709;33.64489;44.66944;135.30023;229.05873;40.19649;13.12625;0.26;2.14064;0.66;12.59673261;1.197424872;56.07932566;1.593368745;19.85039857;4.358932642;1.726201474;1.998464382;0.525174477
D325;OIL SAND;1162;104.57545;57.39779;53.31659;42.11158;55.49876;135.81718;257.71533;39.57269;13.08109;0.26108;2.13626;0.66;9.430971314;2.485923306;52.52152613;1.683369471;21.97433994;4.009597289;2.665824043;4.347838696;0.843716769
